Microp_Field_ID,Family,Database,Taxon,G_Taxon,Database.1,common.name,wild.cultivated,Herbaceous.woody,Reference,Notes,Root_Trait_Count,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal.colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration,,Growth.direction..orthotropic.plagiotropic.ageotropic.,Phyllotaxis..spiral.opposite.,Branching.type..monoopdial.sympodial.,Branching.position..acrotony.mesotony.basitony.,Flowering.of.each.axis..terminal.lateral.none.,Meristem.functioning.for.each.axis..indeterminate.determinate.,Branching.mechanism..continuous.rhythmic.diffuse.absent.,Short.shoots,Number.of.axes.orders,Number.of.types.of.axes,Reiteration,Basal.branching
174,Anacardiaceae,Guillame,Spondias cytherea,Spondias cytherea,MICROP,Yellow mombin wild relative 2,Wild,,Silva et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
180,Anacardiaceae,Guillame,Spondias cytherea,Spondias cytherea,MICROP,Chilli plum wild relative 2,Wild,,Silva et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
189,Anacardiaceae,Guillame,Spondias cytherea,Spondias cytherea,MICROP,Chupadilla wild relative 2,Wild,,Wannan 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
166,Anacardiaceae,Guillame,Spondias dulcis ,Spondias dulcis ,MICROP,Ambarella,Cultivated,,Machado et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
168,Anacardiaceae,Guillame,Spondias macrocarpa,Spondias macrocarpa,MICROP,Ambarella wild relative 2,Wild,,Machado et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
172,Anacardiaceae,Guillame,Spondias mombin ,Spondias mombin ,MICROP,Yellow mombin,Cultivated,,Silva et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
179,Anacardiaceae,Guillame,Spondias mombin ,Spondias mombin ,MICROP,Chilli plum wild relative 1,Wild,,Silva et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
175,Anacardiaceae,Guillame,Spondias pinnata ,Spondias pinnata ,MICROP,Ambra,Cultivated,,Du et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
167,Anacardiaceae,Guillame,Spondias purpurea,Spondias purpurea,MICROP,Ambarella wild relative 1,Wild,,Machado et al. 2015,,7,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,,,,,,,,,,,,NA,,
173,Anacardiaceae,Guillame,Spondias purpurea,Spondias purpurea,MICROP,Yellow mombin wild relative 1,Wild,,Silva et al. 2015,,7,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,,,,,,,,,,,,NA,,
177,Anacardiaceae,Guillame,Spondias purpurea,Spondias purpurea,MICROP,Ambra wild relative 2,Wild,,Du et al. 2019,,7,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,,,,,,,,,,,,NA,,
178,Anacardiaceae,Guillame,Spondias purpurea,Spondias purpurea,MICROP,Chilli plum,Cultivated,,Silva et al. 2015,,7,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,,,,,,,,,,,,NA,,
182,Anacardiaceae,Guillame,Spondias purpurea,Spondias purpurea,MICROP,Radlkoferi wild relative 1,Wild,,Du et al. 2019,,7,Groot,,,,0.888,,,,896.4922332,,,,,,,,,,,,1.07,,,,39.2405355,,,,,,0.645890294,,,,,3,,17.9359174,,,,,,,,,,,,NA,,
181,Anacardiaceae,Guillame,Spondias radlkoferi ,Spondias radlkoferi ,MICROP,Radlkoferi ,Cultivated,,Du et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
171,Anacardiaceae,Guillame,Spondias tuberosa ,Spondias tuberosa ,MICROP,Allospondias wild relative 2,Wild,,Du et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1750,Lamiaceae,Guillame,Stachys affinis,Stachys affinis,MICROP,Chinese artichoke,Cultivated,Herbaceous,Roy et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1752,Lamiaceae,Guillame,Stachys luchuensis,Stachys luchuensis,MICROP,Chinese artichoke wild relative 2,Wild,Herbaceous,Roy et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1751,Lamiaceae,Guillame,Stachys strictiflora ,Stachys strictiflora ,MICROP,Chinese artichoke wild relative 1,Wild,Herbaceous,Roy et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
208,Annonaceae,Guillame,Stelechocarpus burahol,Stelechocarpus burahol,MICROP,Burahol ,Cultivated,Woody,Chaowasku & van der Ham 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
209,Annonaceae,Guillame,Stelechocarpus cauliflorus,Stelechocarpus cauliflorus,MICROP,Burahol wild relative 1,Wild,Woody,Chaowasku & van der Ham 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
715,Cactaceae,Guillame,Stenocereus beneckei,Stenocereus beneckei,MICROP,Pitaya de Queretaro wild relative 1,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
709,Cactaceae,Guillame,Stenocereus chrysocarpus ,Stenocereus chrysocarpus ,MICROP,Gray ghost organ pipe wild relative 1,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
710,Cactaceae,Guillame,Stenocereus dumortieri ,Stenocereus dumortieri ,MICROP,Gray ghost organ pipe wild relative 2,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
705,Cactaceae,Guillame,Stenocereus griseus ,Stenocereus griseus ,MICROP,Dagger cactus,Cultivated,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
713,Cactaceae,Guillame,Stenocereus gummosus,Stenocereus gummosus,MICROP,Joconostle cactus wild relative 2,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
706,Cactaceae,Guillame,Stenocereus hystrix,Stenocereus hystrix,MICROP,Dagger cactus wild relative 1,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
707,Cactaceae,Guillame,Stenocereus longispinus ,Stenocereus longispinus ,MICROP,Dagger cactus wild relative 2,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
708,Cactaceae,Guillame,Stenocereus pruinosus ,Stenocereus pruinosus ,MICROP,Gray ghost organ pipe,Cultivated,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
714,Cactaceae,Guillame,Stenocereus queretaroensis ,Stenocereus queretaroensis ,MICROP,Pitaya de Queretaro,Cultivated,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
716,Cactaceae,Guillame,Stenocereus quevedonis,Stenocereus quevedonis,MICROP,Pitaya de Queretaro wild relative 2,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
711,Cactaceae,Guillame,Stenocereus stellatus ,Stenocereus stellatus ,MICROP,Joconostle cactus ,Cultivated,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
712,Cactaceae,Guillame,Stenocereus treleasei ,Stenocereus treleasei ,MICROP,Joconostle cactus wild relative 1,Wild,Woody,Gibson & Horak 1978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
309,Apocynaceae,Guillame,Stephanostema stenocarpum,Stephanostema stenocarpum,MICROP,Natal plum wild relative 2,Wild,Woody,Simoes et al. 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
504,Asteraceae,Guillame,Stevia alternifolia,Stevia alternifolia,MICROP,Candyleaf wild relative 2,Wild,Herbaceous,Soejima et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
502,Asteraceae,Guillame,Stevia rebaudiana ,Stevia rebaudiana ,MICROP,Candyleaf,Cultivated,Herbaceous,Soejima et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
503,Asteraceae,Guillame,Stevia veronicae,Stevia veronicae,MICROP,Candyleaf wild relative 1,Wild,Herbaceous,Soejima et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
92,Amaranthaceae,Guillame,Suaeda acuminata,Suaeda acuminata,MICROP,Seepweed wild relative 1,Wild,Herbaceous,Munir et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
91,Amaranthaceae,Guillame,Suaeda glauca,Suaeda glauca,MICROP,Seepweed ,Cultivated,Herbaceous,Munir et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
93,Amaranthaceae,Guillame,Suaeda vera ,Suaeda vera ,MICROP,Seepweed wild relative 2,Wild,Herbaceous,Munir et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2534,Rutaceae,Guillame,Swinglea glutinosa ,Swinglea glutinosa ,MICROP,Limeberry wild relative 1,Wild,Woody,Mou et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2070,Myrtaceae,Guillame,Syzygium anacardiifolium,Syzygium anacardiifolium,MICROP,Formosum wild relative 1,Wild,Woody,Parnel 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2017,Myrtaceae,Guillame,Syzygium aqueum,Syzygium aqueum,MICROP,Clove wild relative 2,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2068,Myrtaceae,Guillame,Syzygium aqueum,Syzygium aqueum,MICROP,Malabar plum wild relative 2,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2015,Myrtaceae,Guillame,Syzygium aromaticum,Syzygium aromaticum,MICROP,Clove,Cultivated,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2080,Myrtaceae,Guillame,Syzygium australe,Syzygium australe,MICROP,Water apple wild relative 2,Wild,Woody,Ranghoo-Sanmukhiya et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2077,Myrtaceae,Guillame,Syzygium campanulatum,Syzygium campanulatum,MICROP,Malay rose apple wild relative 2,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2066,Myrtaceae,Guillame,Syzygium cumini ,Syzygium cumini ,MICROP,Malabar plum,Cultivated,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2071,Myrtaceae,Guillame,Syzygium diospyrifolium,Syzygium diospyrifolium,MICROP,Formosum wild relative 2,Wild,Woody,Parnel 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2069,Myrtaceae,Guillame,Syzygium formosum ,Syzygium formosum ,MICROP,Formosum,Cultivated,Woody,Parnel 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2067,Myrtaceae,Guillame,Syzygium grande,Syzygium grande,MICROP,Malabar plum wild relative 1,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2016,Myrtaceae,Guillame,Syzygium hancei,Syzygium hancei,MICROP,Clove wild relative 1,Wild,Woody,Soh & Parnell 2011,,13,Groot,,,,2.14945877,,,17.134,426.01,34.60682372,,71.16,,,,,,,,,,,,53,68.71,,,,87.84,0.181783638,3.202420162,,,7.04,3302.7,,,424.6260034,,,,,,,,,,,,NA,,
2073,Myrtaceae,Guillame,Syzygium hemisphericum,Syzygium hemisphericum,MICROP,Rose apple wild relative 1,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2076,Myrtaceae,Guillame,Syzygium hemisphericum,Syzygium hemisphericum,MICROP,Malay rose apple wild relative 1,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2072,Myrtaceae,Guillame,Syzygium jambos ,Syzygium jambos ,MICROP,Rose apple,Cultivated,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2074,Myrtaceae,Guillame,Syzygium malaccense ,Syzygium malaccense ,MICROP,Rose apple wild relative 2,Wild,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2075,Myrtaceae,Guillame,Syzygium malaccense ,Syzygium malaccense ,MICROP,Malay rose apple,Cultivated,Woody,Soh & Parnell 2011,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2079,Myrtaceae,Guillame,Syzygium nervosum,Syzygium nervosum,MICROP,Water apple wild relative 1,Wild,Woody,Ranghoo-Sanmukhiya et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2078,Myrtaceae,Guillame,Syzygium samarangense ,Syzygium samarangense ,MICROP,Water apple,Cultivated,Woody,Ranghoo-Sanmukhiya et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
951,Dioscoreaceae,Guillame,Tacca artocarpifolia ,Tacca artocarpifolia ,MICROP,Polynesian arrowroot wild relative 1,Wild,Herbaceous,Wilkin et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
950,Dioscoreaceae,Guillame,Tacca leontopetaloides ,Tacca leontopetaloides ,MICROP,Polynesian arrowroot,Cultivated,Herbaceous,Wilkin et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
952,Dioscoreaceae,Guillame,Tacca zeylanicus,Tacca zeylanicus,MICROP,Polynesian arrowroot wild relative 2,Wild,Herbaceous,Wilkin et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2720,Talinaceae,Guillame,Talinum caffrum,Talinum caffrum,MICROP,Jewels of Opar wild relative 2,Wild,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2723,Talinaceae,Guillame,Talinum caffrum,Talinum caffrum,MICROP,Portulacifolium wild relative 2,Wild,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2715,Talinaceae,Guillame,Talinum fruticosum,Talinum fruticosum,MICROP,Ceylon spinach ,Cultivated,Herbaceous,Ocampo & Columbus 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2716,Talinaceae,Guillame,Talinum paniculatum,Talinum paniculatum,MICROP,Ceylon spinach wild relative 1,Wild,Herbaceous,Ocampo & Columbus 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2718,Talinaceae,Guillame,Talinum paniculatum,Talinum paniculatum,MICROP,Jewels of Opar ,Cultivated,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2717,Talinaceae,Guillame,Talinum polygaloides,Talinum polygaloides,MICROP,Ceylon spinach wild relative 2,Wild,Herbaceous,Ocampo & Columbus 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2721,Talinaceae,Guillame,Talinum portulacifolium,Talinum portulacifolium,MICROP,Portulacifolium,Cultivated,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2719,Talinaceae,Guillame,Talinum trangulare ,Talinum trangulare ,MICROP,Jewels of Opar wild relative 1,Wild,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2722,Talinaceae,Guillame,Talinum trangulare ,Talinum trangulare ,MICROP,Portulacifolium wild relative 1,Wild,Herbaceous,Nyffeler 2007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2579,Sapindaceae,Guillame,Talisia bullata,Talisia bullata,MICROP,Pitomba wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2578,Sapindaceae,Guillame,Talisia esculenta ,Talisia esculenta ,MICROP,Pitomba,Cultivated,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2565,Sapindaceae,Guillame,Talisia nervosa ,Talisia nervosa ,MICROP,Genip wild relative 2,Wild,Woody,Buerki et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2580,Sapindaceae,Guillame,Talisia setigera,Talisia setigera,MICROP,Pitomba wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1296,Fabaceae,Guillame,Tamarindus indica,Tamarindus indica,MICROP,Tamarind,Cultivated,Woody,Bruneau et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
506,Asteraceae,Guillame,Tanacetum achilleifolium,Tanacetum achilleifolium,MICROP,Tansy wild relative 1,Wild,Herbaceous,Sonboli et al. 2012,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
507,Asteraceae,Guillame,Tanacetum siculum,Tanacetum siculum,MICROP,Tansy wild relative 2,Wild,Herbaceous,Sonboli et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
505,Asteraceae,Guillame,Tanacetum vulgare ,Tanacetum vulgare ,MICROP,Tansy,Cultivated,Herbaceous,Sonboli et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
188,Anacardiaceae,Guillame,Tapirira mexicana,Tapirira mexicana,MICROP,Chupadilla wild relative 1,Wild,,Wannan 2006,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
508,Asteraceae,Guillame,Taraxacum campylodes,Taraxacum campylodes,MICROP,Dandelion,Cultivated,Herbaceous,Lee et al. 2020 ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
509,Asteraceae,Guillame,Taraxacum coreanum ,Taraxacum coreanum ,MICROP,Dandelion wild relative 1,Wild,Herbaceous,Lee et al. 2020 ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
510,Asteraceae,Guillame,Taraxacum platycarpum,Taraxacum platycarpum,MICROP,Dandelion wild relative 2,Wild,Herbaceous,Lee et al. 2020 ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1444,Gramineae,Guillame,Temburongia simplex ,Temburongia simplex ,MICROP,Fibribambusa wild relative 1,Wild,Graminoid,Chokthaweepanich et al. 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
807,Combretaceae,Guillame,Terminalia catappa,Terminalia catappa,MICROP,Indian almond,Cultivated,Woody,Intharuksa et al. 2016,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
808,Combretaceae,Guillame,Terminalia littoralis ,Terminalia littoralis ,MICROP,Indian almond wild relative 1,Wild,Woody,Intharuksa et al. 2016,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
809,Combretaceae,Guillame,Terminalia muelleri,Terminalia muelleri,MICROP,Indian almond wild relative 2,Wild,Woody,Intharuksa et al. 2016,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
24,Aizoaceae,Guillame,Tetragonia acanthocarpa,Tetragonia acanthocarpa,MICROP,New Zealand spinach wild relative 2,Wild,,Thulin et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
23,Aizoaceae,Guillame,Tetragonia decumbens,Tetragonia decumbens,MICROP,New Zealand spinach wild relative 1,Wild,,Thulin et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
22,Aizoaceae,Guillame,Tetragonia tetragonoides,Tetragonia tetragonoides,MICROP,New Zealand spinach,Cultivated,,Thulin et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2176,Phyllanthaceae ,Guillame,Thecacoris cometia,Thecacoris cometia,MICROP,Bignay wild relative 2,Wild,Woody,Kathriarachchi et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1895,Malvaceae,Guillame,Theobroma angustifolium,Theobroma angustifolium,MICROP,Cupuassu wild relative 1,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1899,Malvaceae,Guillame,Theobroma angustifolium,Theobroma angustifolium,MICROP,Microcarpum wild relative 2,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1924,Malvaceae,Guillame,Theobroma bicolor,Theobroma bicolor,MICROP,Mocambo tree,Cultivated,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1849,Malvaceae,Guillame,Theobroma cacao,Theobroma cacao,MICROP,Cacao tree,Cultivated,Woody,Whitlock & Baum 1999,,7,Groot,,,,5.04,,,,,,,,,,,,,,,0.126,0.96,,,,,,,413.3555688,,,,,15.6,,,,2462,404.2,,,,,,,,,,,,NA,,
1850,Malvaceae,Guillame,Theobroma gilleri ,Theobroma gilleri ,MICROP,Cacao tree wild relative 1,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1896,Malvaceae,Guillame,Theobroma gilleri ,Theobroma gilleri ,MICROP,Cupuassu wild relative 2,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1898,Malvaceae,Guillame,Theobroma gilleri ,Theobroma gilleri ,MICROP,Microcarpum wild relative 1,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1926,Malvaceae,Guillame,Theobroma gilleri ,Theobroma gilleri ,MICROP,Mocambo tree wild relative 2,Wild,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1894,Malvaceae,Guillame,Theobroma grandiflorum,Theobroma grandiflorum,MICROP,Cupuassu,Cultivated,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1897,Malvaceae,Guillame,Theobroma microcarpum ,Theobroma microcarpum ,MICROP,Microcarpum,Cultivated,Woody,Whitlock & Baum 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
